Time,Type,MeanSz,ErrorMeanSz,CV2Sz,ErrorCV2Sz,MeanProt,ErrorMeanProt,CV2Prot,ErrorCV2Prot,MeanRNA,ErrorMeanRNA,CV2RNA,ErrorCV2RNA
0.0,Single Lineage,1.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
1.8,Single Lineage,1.03082725735144,0.004246902415666609,0.01934593757801028,0.001977998281843564,506.2476015146171,0.31510196252992273,0.0002838950255851193,1.6696380293270904e-05,6.685548959371261,0.07652036804128581,0.09979103842957684,0.005254041060180084
3.6,Single Lineage,1.0642159118032235,0.0061742537835001166,0.03802541863488169,0.002869367161500911,521.2414795063262,0.7629718783944099,0.0015755210774137537,8.898829531821565e-05,7.849055718789845,0.0994821647676356,0.11226325862784747,0.006926102734171297
5.4,Single Lineage,1.1010360696271,0.007953706059250276,0.05549084577216861,0.0033396043206704237,541.4936146191063,1.207909282783703,0.003676626001971108,0.0002070835446659027,8.60137908780922,0.09550057422647296,0.10982948958470952,0.007476816421560013
7.2,Single Lineage,1.1325009522207299,0.009820712730333248,0.07551479716135519,0.0039305897445596,564.5555679815067,1.6075079730885022,0.006140038631985185,0.0003467214223419209,9.050504827015251,0.11103570935783047,0.10373214624014156,0.006107383490943405
9.0,Single Lineage,1.1672967962620333,0.01060954827833338,0.0945396166506195,0.004327969956271618,588.3115294204524,2.004644457091331,0.008509292269614907,0.0004988239458125938,9.325060555797208,0.11037052604846576,0.10396794626464813,0.006385760940919798
10.8,Single Lineage,1.1948115605378666,0.011658386967666856,0.11678530200712722,0.004869331604906289,612.5507456245085,2.1528525755338137,0.010408880224247102,0.000601618837414105,9.578353765293318,0.1148631589882756,0.0993203284293373,0.005776544168341724
12.6,Single Lineage,1.2206323751482901,0.013816752263749899,0.13972726414976114,0.005381960161659621,636.4890125759047,2.678648502142835,0.01201766822695428,0.0007677097160692543,9.815194703133079,0.11224958591290068,0.09708720107565984,0.0057229207004499405
14.400000000000002,Single Lineage,1.2417691231238033,0.015184760347416781,0.16238099441854317,0.005755972394200365,659.325018978334,2.955493350318193,0.01334222802921633,0.0007258278395874066,9.781647906782483,0.11496316236928994,0.10613123629411728,0.007164338024308221
16.200000000000006,Single Lineage,1.26828767283368,0.015826572941000094,0.18324698570525505,0.006018417382070471,681.0512051698292,3.062394641998594,0.014735812336184314,0.0008196422017025503,9.83121239221368,0.12141853014430382,0.10669247858561996,0.007246413262898363
18.000000000000004,Single Lineage,1.2917422440897968,0.017258334384500085,0.2042868088167346,0.0065210939189764006,701.8396342150867,3.2976404388538754,0.015860131780135803,0.0009592032044608021,9.929577408811213,0.12254374330968432,0.10717627160680251,0.00847301335283731
19.800000000000004,Single Lineage,1.3194254079707999,0.01870189007549994,0.22280626679330998,0.006883302041323633,721.5879920470165,3.4205035289946863,0.016618690242316485,0.0009856800323523058,10.00936641268071,0.11551530869256776,0.1000837386671298,0.007611650469947724
