,mom0,mom1,mom2,mom3,mom4,mom5,mom6,mom7,mom8,mom9,mom10,mom11,mom12,mom13,mom14,mom15,mom16,mom17,mom18,mom19,mom20,mom21,mom22,mom23,mom24,mom25,mom26,mom27,mom28,mom29,mom30,mom31,mom32,mom33,mom34,mom35,mom36,mom37,mom38,mom39,mom40,mom41,mom42,mom43,mom44,mom45,mom46,mom47,mom48,mom49,mom50,mom51,mom52,mom53,mom54,mom55,mom56,mom57,mom58,mom59,mom60,mom61,mom62,mom63,mom64,mom65,mom66,mom67,mom68,mom69,mom70,mom71,mom72,mom73,mom74,mom75,mom76,mom77,mom78,mom79,mom80,mom81,mom82,mom83,mom84,mom85,mom86,mom87,mom88,mom89,mom90,mom91,mom92,mom93,mom94,mom95,mom96,mom97,mom98,mom99,mom100,mom101,mom102,mom103,mom104,mom105,mom106,mom107,mom108,mom109,mom110,mom111,mom112,mom113,mom114,mom115,mom116,mom117,mom118,mom119,mom120,mom121,mom122,mom123,mom124,mom125,mom126,mom127,mom128,mom129,mom130,mom131,mom132,mom133,mom134,mom135,mom136,mom137,mom138,mom139,mom140,mom141,mom142,mom143,mom144,mom145,mom146,mom147,mom148,mom149,mom150,mom151,mom152,mom153,mom154,mom155,mom156,mom157,mom158,mom159,mom160,mom161,mom162,mom163,mom164,mom165,mom166,mom167,mom168,mom169,mom170,mom171,mom172,mom173,mom174,mom175,mom176,mom177,mom178,mom179,mom180,mom181,mom182,mom183,mom184,mom185,mom186,mom187,mom188,mom189,mom190,mom191,mom192,mom193,mom194,mom195,mom196,mom197,mom198,mom199,mom200,mom201,mom202,mom203,mom204,mom205,mom206,mom207,mom208,mom209,mom210,mom211,mom212,mom213,mom214,mom215,mom216,mom217,mom218,mom219,mom220,mom221,mom222,mom223,mom224,mom225,mom226,mom227,mom228,mom229,mom230,mom231,mom232,mom233,mom234,mom235,mom236,mom237,mom238,mom239,mom240,mom241,mom242,mom243,mom244,mom245,mom246,mom247,mom248,mom249,mom250,mom251,mom252,mom253,mom254,mom255,mom256,mom257,mom258,mom259,mom260,mom261,mom262,mom263,mom264,mom265,mom266,mom267,mom268,mom269,mom270,mom271,mom272,mom273,mom274,mom275,mom276,mom277,mom278,mom279,mom280,mom281,mom282,mom283,mom284,mom285,mom286,mom287,mom288,mom289,mom290,mom291,mom292,mom293,mom294,mom295,mom296,mom297,mom298,mom299,mom300,mom301,mom302,mom303,mom304,mom305,mom306,mom307,mom308,mom309,mom310,mom311,mom312,mom313,mom314,mom315,mom316,mom317,mom318,mom319,mom320,mom321,mom322,mom323,mom324,mom325,mom326,mom327,mom328,mom329,mom330,mom331,mom332,mom333,mom334,mom335,mom336,mom337,mom338,mom339,mom340,mom341,mom342,mom343,mom344,mom345,mom346,mom347,mom348,mom349,mom350,mom351,mom352,mom353,mom354,mom355,mom356,mom357,mom358,mom359,mom360,mom361,mom362,mom363,mom364,mom365,mom366,mom367,mom368,mom369,mom370,mom371,mom372,mom373,mom374,mom375,mom376,mom377,mom378,mom379,mom380,mom381,mom382,mom383,mom384,mom385,mom386,mom387,mom388,mom389,mom390,mom391,mom392,mom393,mom394,mom395,mom396,mom397,mom398,mom399,mom400,mom401,mom402,mom403,mom404,mom405,mom406,mom407,mom408,mom409,mom410,mom411,mom412,mom413,mom414,mom415,mom416,mom417,mom418,mom419,mom420,mom421,mom422,mom423,mom424,mom425,mom426,mom427,mom428,mom429,mom430,mom431,mom432,mom433,mom434,mom435,mom436,mom437,mom438,mom439,mom440,mom441,mom442,mom443,mom444,mom445,mom446,mom447,mom448,mom449,mom450,mom451,mom452,mom453,mom454,mom455,mom456,mom457,mom458,mom459,mom460,mom461,mom462,mom463,mom464,mom465,mom466,mom467,mom468,mom469,mom470,mom471,mom472,mom473,mom474,mom475,mom476,mom477,mom478,mom479,mom480,mom481,mom482,mom483,mom484,mom485,mom486,mom487,mom488,mom489,mom490,mom491,mom492,mom493,mom494,mom495,mom496,mom497,mom498,mom499,mom500,mom501,mom502,mom503,mom504,mom505,mom506,mom507,mom508,mom509,mom510,mom511,mom512,mom513,mom514,mom515,mom516,mom517,mom518,mom519,mom520,mom521,mom522,mom523,mom524,mom525,mom526,mom527,mom528,mom529,mom530,mom531,mom532,mom533,mom534,mom535,mom536,mom537,mom538,mom539,mom540,mom541,mom542,mom543,mom544,mom545,mom546,mom547,mom548,mom549,mom550,mom551,mom552,mom553,mom554,mom555,mom556,mom557,mom558,mom559,mom560,mom561,mom562,mom563,mom564,mom565,mom566,mom567,mom568,mom569,mom570,mom571,mom572,mom573,mom574,mom575,mom576,mom577,mom578,mom579,mom580,mom581,mom582,mom583,mom584,mom585,mom586,mom587,mom588,mom589,mom590,mom591,mom592,mom593,mom594,mom595,mom596,mom597,mom598,mom599,mom600,mom601,mom602,mom603,mom604,mom605,mom606,mom607,mom608,mom609,mom610,mom611,mom612,mom613,mom614,mom615,mom616,mom617,mom618,mom619,mom620,mom621,mom622,mom623,mom624,mom625,mom626,mom627,mom628,mom629,mom630,mom631,mom632,mom633,mom634,mom635,mom636,mom637,mom638,mom639,mom640,mom641,mom642,mom643,mom644,mom645,mom646,mom647,mom648,mom649,mom650,mom651,mom652,mom653,mom654,mom655,mom656,mom657,mom658,mom659,mom660,mom661,mom662,mom663,mom664,mom665,mom666,mom667,mom668,mom669,mom670,mom671,mom672,mom673,mom674,mom675,mom676,mom677,mom678,mom679,mom680,mom681,mom682,mom683,mom684,mom685,mom686,mom687,mom688,mom689,mom690,mom691,mom692,mom693,mom694,mom695,mom696,mom697,mom698,mom699,mom700,mom701,mom702,mom703,mom704,mom705,mom706,mom707,mom708,mom709,mom710,mom711,mom712,mom713,mom714,mom715,mom716,mom717,mom718,mom719,mom720,mom721,mom722,mom723,mom724,mom725,mom726,mom727,mom728,mom729,mom730,mom731,mom732,mom733,mom734,mom735,mom736,mom737,mom738,mom739,mom740,mom741,mom742,mom743,mom744,mom745,mom746,mom747,mom748,mom749,mom750,mom751,mom752,mom753,mom754,mom755,mom756,mom757,mom758,mom759,mom760,mom761,mom762,mom763,mom764,mom765,mom766,mom767,mom768,mom769,mom770,mom771,mom772,mom773,mom774,mom775,mom776,mom777,mom778,mom779,mom780,mom781,mom782,mom783,mom784,mom785,mom786,mom787,mom788,mom789,mom790,mom791,mom792,mom793,mom794,mom795,mom796,mom797,mom798,mom799,mom800,mom801,mom802,mom803,mom804,mom805,mom806,mom807,mom808,mom809,mom810,mom811,mom812,mom813,mom814,mom815,mom816,mom817,mom818,mom819,mom820,mom821,mom822,mom823,mom824,mom825,mom826,mom827,mom828,mom829,mom830,mom831,mom832,mom833,mom834,mom835,mom836,mom837,mom838,mom839,mom840,mom841,mom842,mom843,mom844,mom845,mom846,mom847,mom848,mom849,mom850,mom851,mom852,mom853,mom854,mom855,mom856,mom857,mom858,mom859,mom860,mom861,mom862,mom863,mom864,mom865,mom866,mom867,mom868,mom869,mom870,mom871,mom872,mom873,mom874,mom875,mom876,mom877,mom878,mom879,mom880,mom881,mom882,mom883,mom884,mom885,mom886,mom887,mom888,mom889,mom890,mom891,mom892,mom893,mom894,mom895,mom896,mom897,mom898,mom899,mom900,mom901,mom902,mom903,mom904,mom905,mom906,mom907,mom908,mom909,mom910,mom911,mom912,mom913,mom914,mom915,mom916,mom917,mom918,mom919,mom920,mom921,mom922,mom923,mom924,mom925,mom926,mom927,mom928,mom929,mom930,mom931,mom932,mom933,mom934,mom935,mom936,mom937,mom938,mom939,mom940,mom941,mom942,mom943,mom944,mom945,mom946,mom947,mom948,mom949,mom950,mom951,mom952,mom953,mom954,mom955,mom956,mom957,mom958,mom959,mom960,mom961,mom962,mom963,mom964,mom965,mom966,mom967,mom968,mom969,mom970,mom971,mom972,mom973,mom974,mom975,mom976,mom977,mom978,mom979,mom980,mom981,mom982,mom983,mom984,mom985,mom986,mom987,mom988,mom989,mom990,mom991,mom992,mom993,mom994,mom995,mom996,mom997,mom998,mom999,time,Mean_RNA,Error_mean,RNA_CV2,Error_CV2
0,6.0,4.0,6.0,4.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,4.0,6.0,6.0,4.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,4.0,5.0,6.0,5.0,5.0,5.0,6.0,5.0,6.0,5.0,5.0,6.0,4.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,4.0,5.0,6.0,5.0,6.0,4.0,4.0,6.0,6.0,4.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,4.0,5.0,5.0,5.0,4.0,6.0,5.0,6.0,5.0,5.0,5.0,6.0,6.0,6.0,4.0,4.0,4.0,6.0,5.0,5.0,5.0,5.0,4.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,4.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,6.0,6.0,4.0,6.0,4.0,6.0,4.0,6.0,4.0,4.0,6.0,5.0,4.0,4.0,6.0,6.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,6.0,6.0,6.0,5.0,6.0,6.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,4.0,6.0,4.0,6.0,6.0,4.0,6.0,5.0,5.0,4.0,6.0,6.0,6.0,4.0,5.0,5.0,5.0,5.0,6.0,6.0,4.0,5.0,4.0,5.0,4.0,5.0,6.0,5.0,6.0,6.0,6.0,5.0,4.0,5.0,6.0,6.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,4.0,5.0,6.0,6.0,5.0,4.0,5.0,6.0,4.0,5.0,4.0,6.0,5.0,6.0,5.0,5.0,6.0,4.0,6.0,6.0,4.0,4.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,4.0,6.0,6.0,6.0,4.0,6.0,4.0,5.0,4.0,5.0,6.0,5.0,4.0,4.0,6.0,6.0,5.0,5.0,4.0,6.0,5.0,5.0,5.0,5.0,6.0,4.0,5.0,6.0,6.0,6.0,5.0,5.0,5.0,6.0,4.0,4.0,5.0,5.0,5.0,6.0,5.0,6.0,5.0,5.0,4.0,6.0,5.0,4.0,6.0,6.0,6.0,5.0,6.0,4.0,6.0,5.0,5.0,5.0,5.0,4.0,6.0,5.0,5.0,6.0,5.0,4.0,4.0,4.0,5.0,6.0,6.0,6.0,4.0,4.0,6.0,5.0,6.0,5.0,6.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,5.0,4.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,4.0,6.0,5.0,4.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0,5.0,5.0,6.0,5.0,6.0,5.0,6.0,5.0,4.0,5.0,5.0,5.0,6.0,5.0,5.0,4.0,5.0,6.0,4.0,4.0,5.0,6.0,6.0,5.0,4.0,5.0,4.0,6.0,5.0,4.0,6.0,6.0,5.0,6.0,6.0,5.0,5.0,6.0,4.0,6.0,6.0,4.0,5.0,4.0,4.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,6.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,4.0,6.0,6.0,6.0,5.0,6.0,5.0,6.0,5.0,5.0,5.0,6.0,6.0,5.0,5.0,6.0,5.0,5.0,4.0,4.0,6.0,6.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,6.0,4.0,5.0,5.0,6.0,5.0,6.0,6.0,5.0,6.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,4.0,5.0,6.0,5.0,5.0,5.0,4.0,5.0,6.0,6.0,6.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,6.0,5.0,6.0,6.0,5.0,6.0,5.0,5.0,6.0,5.0,5.0,6.0,5.0,4.0,6.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,6.0,5.0,5.0,4.0,5.0,6.0,5.0,6.0,5.0,6.0,6.0,5.0,5.0,4.0,4.0,5.0,6.0,6.0,6.0,6.0,6.0,4.0,6.0,6.0,5.0,6.0,5.0,5.0,6.0,5.0,4.0,6.0,6.0,4.0,4.0,6.0,4.0,4.0,6.0,4.0,4.0,5.0,6.0,5.0,5.0,6.0,4.0,5.0,5.0,6.0,5.0,5.0,6.0,4.0,5.0,4.0,5.0,6.0,6.0,6.0,5.0,6.0,5.0,5.0,6.0,6.0,6.0,4.0,4.0,5.0,6.0,6.0,5.0,5.0,4.0,4.0,6.0,4.0,6.0,4.0,6.0,6.0,5.0,6.0,6.0,5.0,4.0,5.0,6.0,6.0,5.0,6.0,4.0,4.0,4.0,6.0,6.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,4.0,6.0,5.0,5.0,5.0,4.0,5.0,5.0,6.0,5.0,6.0,5.0,5.0,6.0,6.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,6.0,5.0,4.0,4.0,6.0,5.0,4.0,5.0,6.0,6.0,5.0,5.0,4.0,6.0,5.0,5.0,6.0,4.0,6.0,6.0,6.0,5.0,4.0,6.0,5.0,5.0,5.0,4.0,4.0,6.0,5.0,6.0,6.0,5.0,4.0,5.0,6.0,5.0,4.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,6.0,6.0,6.0,5.0,5.0,4.0,5.0,6.0,6.0,6.0,5.0,6.0,5.0,6.0,4.0,6.0,6.0,6.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,6.0,6.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,4.0,5.0,6.0,6.0,6.0,4.0,4.0,5.0,5.0,6.0,4.0,6.0,6.0,5.0,5.0,6.0,4.0,5.0,5.0,4.0,5.0,6.0,5.0,6.0,4.0,5.0,6.0,6.0,5.0,5.0,6.0,4.0,6.0,6.0,5.0,5.0,6.0,5.0,6.0,5.0,4.0,6.0,5.0,5.0,4.0,6.0,6.0,5.0,5.0,6.0,6.0,5.0,4.0,6.0,6.0,6.0,5.0,5.0,6.0,4.0,5.0,4.0,5.0,6.0,5.0,5.0,6.0,5.0,4.0,6.0,6.0,5.0,4.0,6.0,5.0,6.0,6.0,5.0,6.0,5.0,6.0,4.0,6.0,6.0,4.0,6.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,6.0,6.0,5.0,5.0,6.0,5.0,6.0,6.0,5.0,6.0,6.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,4.0,6.0,6.0,6.0,5.0,4.0,4.0,5.0,5.0,6.0,5.0,5.0,5.0,4.0,5.0,6.0,4.0,5.0,4.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,6.0,4.0,5.0,6.0,5.0,4.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,5.0,6.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,5.0,5.0,4.0,6.0,5.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,5.0,5.0,6.0,5.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,5.0,6.0,5.0,4.0,6.0,6.0,5.0,4.0,5.0,4.0,4.0,6.0,6.0,5.0,6.0,5.0,6.0,5.0,6.0,5.0,6.0,5.0,6.0,4.0,6.0,4.0,4.0,5.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,6.0,5.0,5.0,0.10675703532508729,5.223,0.04516800252671249,0.019460002361911914,0.0021199784024620826
1,9.0,7.0,11.0,7.0,8.0,5.0,9.0,7.0,6.0,9.0,5.0,7.0,9.0,5.0,8.0,10.0,8.0,9.0,6.0,9.0,7.0,7.0,6.0,7.0,10.0,6.0,5.0,6.0,7.0,7.0,5.0,8.0,6.0,7.0,9.0,9.0,10.0,8.0,8.0,9.0,7.0,9.0,4.0,10.0,8.0,5.0,8.0,6.0,9.0,7.0,9.0,10.0,7.0,9.0,11.0,5.0,7.0,6.0,8.0,10.0,12.0,7.0,4.0,7.0,6.0,8.0,5.0,5.0,10.0,6.0,7.0,11.0,8.0,8.0,9.0,7.0,5.0,6.0,8.0,6.0,6.0,7.0,10.0,6.0,9.0,7.0,8.0,10.0,5.0,10.0,10.0,7.0,6.0,8.0,5.0,10.0,8.0,9.0,6.0,4.0,8.0,6.0,8.0,6.0,15.0,8.0,5.0,4.0,9.0,4.0,6.0,8.0,3.0,12.0,8.0,6.0,9.0,8.0,9.0,6.0,11.0,8.0,6.0,8.0,8.0,4.0,9.0,6.0,12.0,7.0,5.0,6.0,7.0,6.0,10.0,9.0,7.0,8.0,8.0,10.0,5.0,6.0,5.0,6.0,5.0,7.0,12.0,8.0,9.0,4.0,7.0,11.0,7.0,7.0,8.0,7.0,11.0,9.0,8.0,9.0,6.0,9.0,8.0,6.0,10.0,9.0,5.0,2.0,6.0,6.0,11.0,7.0,8.0,7.0,8.0,7.0,10.0,8.0,6.0,12.0,7.0,5.0,8.0,7.0,8.0,5.0,4.0,10.0,6.0,10.0,9.0,4.0,7.0,5.0,5.0,11.0,12.0,9.0,11.0,7.0,5.0,9.0,11.0,4.0,2.0,7.0,6.0,7.0,8.0,9.0,8.0,6.0,12.0,10.0,10.0,6.0,15.0,9.0,5.0,6.0,5.0,5.0,5.0,8.0,5.0,4.0,12.0,5.0,7.0,7.0,13.0,6.0,8.0,8.0,3.0,7.0,6.0,6.0,6.0,7.0,7.0,7.0,6.0,6.0,3.0,5.0,12.0,10.0,12.0,8.0,9.0,9.0,8.0,6.0,9.0,7.0,6.0,9.0,15.0,6.0,11.0,8.0,9.0,6.0,10.0,10.0,10.0,5.0,7.0,9.0,9.0,7.0,10.0,8.0,9.0,8.0,8.0,6.0,11.0,9.0,9.0,8.0,7.0,7.0,6.0,2.0,5.0,7.0,13.0,6.0,7.0,11.0,7.0,8.0,12.0,5.0,9.0,7.0,9.0,6.0,3.0,9.0,7.0,6.0,12.0,8.0,8.0,10.0,7.0,7.0,13.0,3.0,4.0,7.0,7.0,7.0,8.0,13.0,3.0,9.0,5.0,5.0,6.0,7.0,7.0,7.0,11.0,9.0,8.0,6.0,3.0,5.0,6.0,8.0,9.0,8.0,6.0,2.0,4.0,7.0,7.0,12.0,9.0,7.0,8.0,6.0,14.0,11.0,5.0,6.0,8.0,5.0,6.0,5.0,5.0,12.0,9.0,7.0,8.0,6.0,7.0,10.0,6.0,8.0,9.0,5.0,8.0,5.0,7.0,7.0,5.0,10.0,9.0,6.0,9.0,12.0,6.0,7.0,4.0,6.0,7.0,12.0,11.0,8.0,8.0,5.0,6.0,7.0,11.0,9.0,12.0,9.0,7.0,8.0,9.0,10.0,7.0,8.0,4.0,5.0,9.0,6.0,9.0,7.0,9.0,9.0,5.0,10.0,8.0,4.0,6.0,5.0,10.0,9.0,12.0,10.0,9.0,8.0,5.0,8.0,8.0,11.0,10.0,8.0,8.0,7.0,7.0,10.0,10.0,10.0,10.0,12.0,7.0,3.0,11.0,5.0,8.0,7.0,6.0,7.0,12.0,7.0,4.0,5.0,7.0,7.0,8.0,5.0,7.0,9.0,8.0,9.0,6.0,9.0,8.0,9.0,8.0,14.0,7.0,7.0,8.0,8.0,9.0,8.0,5.0,8.0,6.0,8.0,10.0,8.0,9.0,7.0,7.0,10.0,5.0,8.0,6.0,8.0,8.0,9.0,6.0,11.0,8.0,5.0,10.0,5.0,9.0,13.0,6.0,8.0,3.0,4.0,6.0,11.0,8.0,13.0,5.0,10.0,10.0,8.0,7.0,8.0,7.0,10.0,9.0,5.0,6.0,12.0,6.0,8.0,6.0,9.0,9.0,10.0,7.0,8.0,7.0,9.0,4.0,11.0,6.0,9.0,6.0,9.0,3.0,8.0,6.0,7.0,9.0,9.0,9.0,6.0,6.0,8.0,9.0,7.0,6.0,11.0,8.0,4.0,5.0,8.0,6.0,13.0,9.0,6.0,10.0,11.0,9.0,12.0,11.0,5.0,8.0,7.0,8.0,8.0,9.0,7.0,6.0,8.0,6.0,6.0,4.0,9.0,10.0,7.0,1.0,11.0,7.0,6.0,5.0,4.0,7.0,5.0,13.0,4.0,4.0,5.0,6.0,6.0,5.0,9.0,8.0,6.0,12.0,6.0,10.0,8.0,8.0,4.0,8.0,11.0,6.0,8.0,7.0,9.0,5.0,6.0,5.0,10.0,8.0,12.0,8.0,6.0,8.0,10.0,10.0,10.0,9.0,9.0,5.0,8.0,9.0,8.0,8.0,8.0,5.0,8.0,8.0,9.0,10.0,6.0,8.0,6.0,11.0,6.0,10.0,7.0,7.0,8.0,8.0,2.0,10.0,11.0,12.0,9.0,8.0,10.0,10.0,6.0,9.0,10.0,5.0,9.0,6.0,7.0,11.0,8.0,8.0,8.0,8.0,8.0,11.0,8.0,8.0,6.0,12.0,10.0,9.0,8.0,5.0,6.0,6.0,5.0,7.0,9.0,8.0,7.0,9.0,5.0,4.0,3.0,8.0,8.0,9.0,7.0,6.0,2.0,7.0,10.0,9.0,11.0,7.0,6.0,5.0,7.0,8.0,11.0,9.0,6.0,8.0,6.0,5.0,8.0,11.0,8.0,7.0,10.0,7.0,9.0,6.0,6.0,5.0,14.0,4.0,7.0,7.0,10.0,7.0,9.0,6.0,10.0,8.0,6.0,8.0,5.0,8.0,6.0,8.0,10.0,7.0,9.0,4.0,8.0,7.0,14.0,8.0,8.0,6.0,10.0,8.0,6.0,9.0,12.0,10.0,8.0,11.0,6.0,9.0,5.0,8.0,6.0,6.0,9.0,7.0,7.0,6.0,8.0,7.0,6.0,5.0,11.0,12.0,7.0,8.0,12.0,6.0,11.0,4.0,6.0,8.0,14.0,6.0,12.0,7.0,3.0,11.0,10.0,14.0,4.0,4.0,9.0,5.0,10.0,11.0,6.0,12.0,8.0,5.0,8.0,8.0,7.0,10.0,7.0,8.0,5.0,8.0,6.0,9.0,10.0,7.0,4.0,11.0,5.0,6.0,9.0,7.0,4.0,10.0,8.0,6.0,12.0,10.0,6.0,11.0,13.0,9.0,7.0,10.0,7.0,9.0,9.0,10.0,8.0,11.0,10.0,10.0,4.0,8.0,7.0,5.0,8.0,6.0,6.0,8.0,13.0,8.0,8.0,10.0,10.0,5.0,12.0,5.0,12.0,9.0,6.0,5.0,8.0,5.0,7.0,8.0,11.0,7.0,6.0,4.0,7.0,7.0,8.0,7.0,5.0,9.0,10.0,11.0,7.0,11.0,5.0,4.0,7.0,8.0,9.0,13.0,6.0,6.0,9.0,5.0,7.0,10.0,11.0,8.0,7.0,6.0,6.0,9.0,9.0,7.0,11.0,8.0,7.0,5.0,9.0,9.0,8.0,7.0,6.0,7.0,7.0,7.0,4.0,5.0,6.0,10.0,8.0,6.0,8.0,9.0,4.0,5.0,9.0,5.0,7.0,6.0,9.0,8.0,4.0,7.0,7.0,6.0,2.0,5.0,9.0,6.0,9.0,14.0,6.0,5.0,9.0,5.0,5.0,4.0,10.0,8.0,10.0,5.0,10.0,5.0,11.0,7.0,8.0,8.0,6.0,9.0,5.0,6.0,9.0,5.0,9.0,5.0,10.0,8.0,8.0,8.0,6.0,4.0,5.0,10.0,5.0,7.0,5.0,12.0,9.0,6.0,9.0,8.0,9.0,6.0,7.0,6.0,7.0,7.0,11.0,9.0,5.0,9.0,6.0,5.0,10.0,11.0,10.0,7.0,7.0,5.0,6.0,7.0,11.0,8.0,9.0,8.0,9.0,7.0,4.0,9.0,8.0,9.0,7.0,11.0,3.0,5.0,13.0,7.0,9.0,5.0,10.0,5.0,9.0,11.0,7.0,12.0,8.0,7.0,7.0,2.0086035933637745,7.663,0.1414333104241301,0.08863942546247777,0.011395288435017643
