S_b,S_d,time
 0.5,1.7291,18.0
 0.5,1.7871,18.0
 1.0,1.0,18.0
 1.0,1.0,18.0
 0.5,1.8831,18.0
 0.5,1.868,18.0
 1.0,1.0,18.0
 1.0,1.0,18.0
 0.5,1.8603,18.0
 0.5,1.8668,18.0
 1.0,1.0,18.0
 0.5,1.7064,18.0
 1.0,1.0,18.0
 0.5,1.8083,18.0
 0.5,1.8415,18.0
 0.5,1.7898,18.0
 1.0,1.0,18.0
 0.5,1.7237,18.0
 1.0,1.0,18.0
 1.0,1.0,18.0
 0.5,1.9743,18.0
 0.5,1.6398,18.0
 1.0,1.0,18.0
 0.5,1.5504,18.0
 1.0,1.0,18.0
 0.5,1.9573,18.0
 1.0,1.0,18.0
