Sample,Cell,Mother,MotherSize,BirthTime,Sb,GrowthRate,DivPar
1,1,1,2.0727862910140447,18.928284821483498,1.03639315,0.03850818,0.5
1417,1417,1417,2.0728285440862084,18.928814175705636,1.03641427,0.03850818,0.5
526,526,526,2.073366331426661,18.93555073142569,1.03668317,0.03850818,0.5
1809,1809,1809,2.0733949621442926,18.935909323129223,1.03669748,0.03850818,0.5
787,787,787,2.074178515681451,18.945721189654456,1.03708926,0.03850818,0.5
332,332,332,2.0742718443047434,18.94688962853936,1.03713592,0.03850818,0.5
532,532,532,2.0743191452115917,18.947481797837543,1.03715957,0.03850818,0.5
1366,1366,1366,2.07519467880752,18.9584403365422,1.03759734,0.03850818,0.5
1491,1491,1491,2.0758794435047982,18.967007911598806,1.03793972,0.03850818,0.5
778,778,778,2.076150148752356,18.970394116817843,1.03807507,0.03850818,0.5
1785,1785,1785,2.0762215512626176,18.97128720490747,1.03811078,0.03850818,0.5
435,435,435,2.076570964833115,18.975657155991232,1.03828548,0.03850818,0.5
1223,1223,1223,2.0765964338432243,18.975975656161815,1.03829822,0.03850818,0.5
973,973,973,2.076753537549343,18.9779402145588,1.03837677,0.03850818,0.5
1183,1183,1183,2.07691796396951,18.97999618324003,1.03845898,0.03850818,0.5
1762,1762,1762,2.0778013352560136,18.991038968771843,1.03890067,0.03850818,0.5
1583,1583,1583,2.0778432549894954,18.991562879335113,1.03892163,0.03850818,0.5
805,805,805,2.078286574839629,18.997102820002365,1.03914329,0.03850818,0.5
107,107,107,2.079167538162829,19.008108259984194,1.03958377,0.03850818,0.5
1880,1880,1880,2.079196419455516,19.008468980770964,1.03959821,0.03850818,0.5
1591,1591,1591,2.0805397463189115,19.02524129415648,1.04026987,0.03850818,0.5
664,664,664,2.0812816722181724,19.03450008205092,1.04064084,0.03850818,0.5
1939,1939,1939,2.0813665443724987,19.03555902498169,1.04068327,0.03850818,0.5
1661,1661,1661,2.082624615747428,19.051250816699916,1.04131231,0.03850818,0.5
1357,1357,1357,2.082631317630775,19.051334383199762,1.04131566,0.03850818,0.5
586,586,586,2.082747130021117,19.05277841780095,1.04137357,0.03850818,0.5
1525,1525,1525,2.0829779526703396,19.05565624594928,1.04148898,0.03850818,0.5
1306,1306,1306,2.0834018570212884,19.060940528818083,1.04170093,0.03850818,0.5
