time,Meansize,VarSize
0,3.0,5.758197216837637e-32
0.18,3.0208666501701575,2.661064307051821e-18
0.36,3.0418784393700857,2.0667802443373478e-15
0.54,3.0630363771215086,1.0735434768186053e-13
0.72,3.084341479967034,1.7940622661886732e-12
0.8999999999999999,3.105794771513821,1.6001334740647847e-11
1.0799999999999998,3.1273972824621166,9.570215277896996e-11
1.2599999999999998,3.149150050593419,4.3392464758042616e-10
1.4399999999999997,3.1710541206708394,1.6054426358007524e-09
1.6199999999999997,3.1931105441737833,5.083366219902402e-09
1.7999999999999996,3.215320378750101,1.423139704339096e-08
1.9799999999999995,3.2376846872225453,3.6058389006104136e-08
2.1599999999999997,3.26020453593362,8.412298574241185e-08
2.34,3.282880992155648,1.8309056074240847e-07
2.52,3.3057151202331934,3.7556977160932923e-07
2.7,3.3287079760649716,7.319883923635185e-07
2.8800000000000003,3.3518605994748394,1.364403773504606e-06
3.0600000000000005,3.3751740039687137,2.4452779059674034e-06
3.2400000000000007,3.398649163329032,4.232375894877739e-06
3.420000000000001,3.422286994463096,7.101064716981993e-06
3.600000000000001,3.446088335898628,1.1585391363830366e-05
3.780000000000001,3.470053921311227,1.842940078051341e-05
3.9600000000000013,3.494184347475962,2.8650209415192505e-05
4.1400000000000015,3.518480036060418,4.36143749053843e-05
4.320000000000001,3.542941188720339,6.512909191673267e-05
4.500000000000001,3.5675677350219823,9.554969422080453e-05
4.680000000000001,3.5923592727978426,0.0001379048499274995
4.86,3.6173150006438375,0.00019604069696088617
5.04,3.642433642386013,0.00027478497640219914
5.22,3.667713363481683,0.0003801319796864985
5.3999999999999995,3.6931516794721406,0.0005194488297621201
5.579999999999999,3.7187453567694932,0.0007017032646275845
5.759999999999999,3.7444903062362416,0.0009377126831041508
5.939999999999999,3.770381470199942,0.0012404137468365354
6.119999999999998,3.7964127037336906,0.0016251513095882609
6.299999999999998,3.8225766512225765,0.0021099848659931536
6.479999999999998,3.8488646194232374,0.002716010079135599
6.6599999999999975,3.875266448404353,0.003467692262991192
6.839999999999997,3.901770381926724,0.004393207966700609
7.019999999999997,3.9283629389785846,0.00552479003950704
7.199999999999997,3.955028788321533,0.006899070756713376
7.379999999999996,3.981750628021336,0.008557416769397787
7.559999999999996,4.00850907203281,0.010546248817789967
7.739999999999996,4.035282545975937,0.012917338337061301
7.9199999999999955,4.062047194278916,0.015728072304884183
8.099999999999996,4.088776800870959,0.019041676955741858
8.279999999999996,4.115442725581326,0.02292739034402811
8.459999999999996,4.142013858340833,0.027460573205747033
8.639999999999995,4.168456593186621,0.032722747178813814
8.819999999999995,4.194734823940923,0.038801549228044616
8.999999999999995,4.220809963270066,0.04579059111725397
9.179999999999994,4.246640986632407,0.05378921301159142
9.359999999999994,4.272184502395003,0.06290212081095413
9.539999999999994,4.297394849140738,0.07323889763962915
9.719999999999994,4.322224220903411,0.08491338107327
9.899999999999993,4.346622820761064,0.0980428991906482
10.079999999999993,4.3705390428914495,0.11274736040514217
10.259999999999993,4.393919682852262,0.12914819426087867
10.439999999999992,4.416710175496834,0.14736714296106954
10.619999999999992,4.438854859578527,0.1675249063094081
10.799999999999992,4.460297267738722,0.18973964595435264
10.979999999999992,4.4809804402193985,0.2141253582821068
11.159999999999991,4.500847260296775,0.24079012894492813
11.339999999999991,4.519840809102613,0.26983428576186963
11.51999999999999,4.537904737189285,0.30134847050207353
11.69999999999999,4.554983649908737,0.33541165375893134
11.87999999999999,4.571023503417921,0.3720891206414356
12.05999999999999,4.585972007898947,0.41143045823628005
12.23999999999999,4.599779034394346,0.4534675786180509
12.41999999999999,4.612397021509768,0.49821281349414154
12.599999999999989,4.623781378131106,0.5456571182600563
12.779999999999989,4.633890878242262,0.5957684242132419
12.959999999999988,4.64268804391519,0.6484901778462872
13.139999999999988,4.65013951257643,0.7037401054471514
13.319999999999988,4.65621638473409,0.7614092396292015
13.499999999999988,4.660894548475802,0.8213612418745859
13.679999999999987,4.664154977220499,0.8834320517038322
13.859999999999987,4.6659839974229,0.9474298887121384
14.039999999999987,4.666373523187374,1.0131356284960633
14.219999999999986,4.665321255043919,1.0803035675175918
14.399999999999986,4.662830840470109,1.1486625853263648
14.579999999999986,4.658911994104976,1.2179177054192143
14.759999999999986,4.6535805759891735,1.2877520485137655
14.939999999999985,4.646858626575966,1.3578291643209701
15.119999999999985,4.638774357684094,1.427795720203099
15.299999999999985,4.629362099001184,1.497284517588939
